;Airline_Name;Date_of_Journey;Source;Destination;Dept_Time;Total_Stops;Duration_of_Flight;Arr_Time;Fare
1711;Air Asia;10/3/22;Bangalore;Mumbai;22:25;1 Stop;8h 10m;6:35;5 174
1712;Air Asia;10/3/22;Bangalore;Mumbai;11:20;1 Stop;10h 55m;22:15;5 174
1713;Air Asia;10/3/22;Bangalore;Mumbai;19:25;1 Stop;11h 10m;6:35;5 174
1714;Vistara;10/3/22;Bangalore;Mumbai;17:50;1 Stop;6h 00m;23:50;5 320
1715;Air India;10/3/22;Bangalore;Mumbai;6:10;1 Stop;6h 40m;12:50;5 321
1716;Air India;10/3/22;Bangalore;Mumbai;13:20;1 Stop;6h 40m;20:00;5 321
1717;Air India;10/3/22;Bangalore;Mumbai;10:25;2 Stop;7h 35m;18:00;5 321
1718;Air India;10/3/22;Bangalore;Mumbai;13:20;1 Stop;7h 55m;21:15;5 321
1719;Air India;10/3/22;Bangalore;Mumbai;13:20;2 Stop;8h 15m;21:35;5 321
1720;Air India;10/3/22;Bangalore;Mumbai;13:20;1 Stop;8h 50m;22:10;5 321
1721;Air India;10/3/22;Bangalore;Mumbai;10:25;1 Stop;9h 35m;20:00;5 321
1722;Air India;10/3/22;Bangalore;Mumbai;10:25;1 Stop;10h 50m;21:15;5 321
1723;Air India;10/3/22;Bangalore;Mumbai;10:25;2 Stop;11h 10m;21:35;5 321
1724;Air India;10/3/22;Bangalore;Mumbai;10:25;1 Stop;11h 45m;22:10;5 321
1725;Air India;10/3/22;Bangalore;Mumbai;21:00;1 Stop;12h 05m;9:05;5 321
1726;Air India;10/3/22;Bangalore;Mumbai;21:00;1 Stop;13h 10m;10:10;5 321
1727;IndiGo;10/3/22;Bangalore;Mumbai;6:15;1 Stop;9h 30m;15:45;5 469
1728;Vistara;10/3/22;Bangalore;Mumbai;8:00;1 Stop;6h 00m;14:00;5 543
1729;Vistara;10/3/22;Bangalore;Mumbai;11:30;1 Stop;6h 10m;17:40;5 543
1730;Vistara;10/3/22;Bangalore;Mumbai;9:45;1 Stop;6h 45m;16:30;5 543
1731;Vistara;10/3/22;Bangalore;Mumbai;7:00;1 Stop;7h 00m;14:00;5 543
1732;Vistara;10/3/22;Bangalore;Mumbai;8:00;1 Stop;7h 00m;15:00;5 543
1733;Vistara;10/3/22;Bangalore;Mumbai;9:45;1 Stop;7h 55m;17:40;5 543
1734;Vistara;10/3/22;Bangalore;Mumbai;7:00;1 Stop;8h 00m;15:00;5 543
1735;Vistara;10/3/22;Bangalore;Mumbai;8:00;1 Stop;8h 30m;16:30;5 543
1736;Go First;10/3/22;Bangalore;Mumbai;14:00;1 Stop;6h 20m;20:20;5 746
1737;Go First;10/3/22;Bangalore;Mumbai;20:00;1 Stop;11h 45m;7:45;5 746
1738;Air India;10/3/22;Bangalore;Mumbai;7:35;2 Stop;12h 25m;20:00;5 761
1739;Vistara;10/3/22;Bangalore;Mumbai;7:55;2 Stop;8h 35m;16:30;5 806
1740;Air India;10/3/22;Bangalore;Mumbai;2:40;2 Stop;15h 10m;17:50;5 850
1741;Vistara;10/3/22;Bangalore;Mumbai;11:30;1 Stop;7h 35m;19:05;5 943
1742;Vistara;10/3/22;Bangalore;Mumbai;11:30;1 Stop;8h 35m;20:05;5 943
1743;Vistara;10/3/22;Bangalore;Mumbai;9:45;1 Stop;9h 20m;19:05;5 943
1744;Go First;10/3/22;Bangalore;Mumbai;11:00;1 Stop;9h 20m;20:20;6 199
1745;Vistara;10/3/22;Bangalore;Mumbai;11:30;1 Stop;10h 05m;21:35;6 208
1746;Vistara;10/3/22;Bangalore;Mumbai;11:30;1 Stop;24h 00m;11:30;6 208
1747;Air India;10/3/22;Bangalore;Mumbai;21:00;2 Stop;20h 50m;17:50;6 951
1748;Air India;10/3/22;Bangalore;Mumbai;17:50;2 Stop;24h 00m;17:50;6 951
1749;Air India;10/3/22;Bangalore;Mumbai;13:20;2 Stop;28h 30m;17:50;6 951
1750;Go First;10/3/22;Bangalore;Mumbai;9:15;1 Stop;7h 45m;17:00;7 394
1751;Air India;10/3/22;Bangalore;Mumbai;6:10;2 Stop;11h 40m;17:50;7 403
1752;Air India;10/3/22;Bangalore;Mumbai;6:10;2 Stop;11h 15m;17:25;7 870
1753;Vistara;10/3/22;Bangalore;Mumbai;11:30;2 Stop;8h 35m;20:05;7 993
1754;Air India;10/3/22;Bangalore;Mumbai;7:55;2 Stop;25h 10m;9:05;8 064
1755;Air India;10/3/22;Bangalore;Mumbai;7:55;2 Stop;26h 15m;10:10;8 064
1756;Air India;10/3/22;Bangalore;Mumbai;7:55;2 Stop;27h 20m;11:15;8 064
1757;Air India;10/3/22;Bangalore;Mumbai;7:55;2 Stop;28h 55m;12:50;8 064
1758;Air India;10/3/22;Bangalore;Mumbai;7:55;3 Stop;34h 05m;18:00;8 064
1759;Air India;10/3/22;Bangalore;Mumbai;7:55;3 Stop;34h 05m;18:00;8 064
1760;Air India;10/3/22;Bangalore;Mumbai;7:55;2 Stop;36h 05m;20:00;8 064
1761;Air India;10/3/22;Bangalore;Mumbai;7:55;2 Stop;37h 20m;21:15;8 064
1762;Air India;10/3/22;Bangalore;Mumbai;7:55;3 Stop;37h 40m;21:35;8 064
1763;Air India;10/3/22;Bangalore;Mumbai;7:55;3 Stop;37h 40m;21:35;8 064
1764;Air India;10/3/22;Bangalore;Mumbai;7:55;2 Stop;38h 15m;22:10;8 064
1765;Air Asia;10/6/22;Kolkata;New Delhi;7:40;Non Stop;2h 25m;10:05;3 015
1766;Air Asia;10/6/22;Kolkata;New Delhi;23:40;Non Stop;2h 30m;2:10;3 015
1767;Air Asia;10/6/22;Kolkata;New Delhi;19:45;Non Stop;2h 40m;22:25;3 015
1768;Air India;10/6/22;Kolkata;New Delhi;20:30;Non Stop;2h 15m;22:45;3 016
1769;Air India;10/6/22;Kolkata;New Delhi;6:55;Non Stop;2h 20m;9:15;3 016
1770;Air India;10/6/22;Kolkata;New Delhi;10:25;Non Stop;2h 30m;12:55;3 016
1771;Air India;10/6/22;Kolkata;New Delhi;15:30;Non Stop;2h 30m;18:00;3 016
1772;Air India;10/6/22;Kolkata;New Delhi;19:00;1 Stop;13h 55m;8:55;4 144
1773;Air India;10/6/22;Kolkata;New Delhi;19:00;1 Stop;17h 20m;12:20;4 144
1774;Air India;10/6/22;Kolkata;New Delhi;19:00;1 Stop;23h 30m;18:30;4 144
1775;Go First;10/6/22;Kolkata;New Delhi;5:45;Non Stop;2h 20m;8:05;4 246
1776;Air India;10/6/22;Kolkata;New Delhi;11:35;2 Stop;12h 10m;23:45;4 347
1777;Air India;10/6/22;Kolkata;New Delhi;7:45;2 Stop;16h 00m;23:45;4 347
1778;IndiGo;10/6/22;Kolkata;New Delhi;18:30;1 Stop;5h 40m;0:10;4 487
1779;IndiGo;10/6/22;Kolkata;New Delhi;11:40;1 Stop;7h 05m;18:45;4 487
1780;IndiGo;10/6/22;Kolkata;New Delhi;11:40;1 Stop;10h 10m;21:50;4 487
1781;SpiceJet;10/6/22;Kolkata;New Delhi;17:40;1 Stop;5h 30m;23:10;4 613
1782;SpiceJet;10/6/22;Kolkata;New Delhi;17:40;1 Stop;17h 40m;11:20;4 613
1783;SpiceJet;10/6/22;Kolkata;New Delhi;17:40;1 Stop;25h 45m;19:25;4 613
1784;Go First;10/6/22;Kolkata;New Delhi;14:45;1 Stop;5h 30m;20:15;4 824
1785;Air India;10/6/22;Kolkata;New Delhi;7:45;1 Stop;7h 45m;15:30;4 846
1786;Air India;10/6/22;Kolkata;New Delhi;14:40;1 Stop;18h 15m;8:55;4 919
1787;Air India;10/6/22;Kolkata;New Delhi;14:40;1 Stop;22h 20m;13:00;4 919
1788;Air India;10/6/22;Kolkata;New Delhi;14:40;1 Stop;29h 10m;19:50;4 919
1789;Air India;10/6/22;Kolkata;New Delhi;13:00;1 Stop;4h 35m;17:35;4 960
1790;Air India;10/6/22;Kolkata;New Delhi;13:00;1 Stop;7h 55m;20:55;4 960
1791;Air India;10/6/22;Kolkata;New Delhi;13:00;1 Stop;25h 35m;14:35;4 960
1792;IndiGo;10/6/22;Kolkata;New Delhi;17:20;1 Stop;4h 55m;22:15;4 980
1793;IndiGo;10/6/22;Kolkata;New Delhi;14:30;1 Stop;5h 30m;20:00;4 980
1794;IndiGo;10/6/22;Kolkata;New Delhi;7:05;1 Stop;5h 50m;12:55;4 980
1795;IndiGo;10/6/22;Kolkata;New Delhi;17:20;1 Stop;6h 45m;0:05;4 980
1796;IndiGo;10/6/22;Kolkata;New Delhi;14:30;1 Stop;6h 50m;21:20;4 980
1797;IndiGo;10/6/22;Kolkata;New Delhi;14:30;1 Stop;7h 45m;22:15;4 980
1798;IndiGo;10/6/22;Kolkata;New Delhi;7:05;1 Stop;9h 15m;16:20;4 980
1799;IndiGo;10/6/22;Kolkata;New Delhi;14:30;1 Stop;9h 35m;0:05;4 980
1800;Go First;10/6/22;Kolkata;New Delhi;14:20;Non Stop;2h 30m;16:50;4 994
1801;Go First;10/6/22;Kolkata;New Delhi;9:20;1 Stop;8h 45m;18:05;5 075
1802;Air India;10/6/22;Kolkata;New Delhi;9:50;1 Stop;8h 50m;18:40;5 093
1803;Air India;10/6/22;Kolkata;New Delhi;9:50;1 Stop;12h 15m;22:05;5 093
1804;IndiGo;10/6/22;Kolkata;New Delhi;17:00;1 Stop;5h 40m;22:40;5 114
1805;IndiGo;10/6/22;Kolkata;New Delhi;7:00;1 Stop;8h 15m;15:15;5 114
1806;IndiGo;10/6/22;Kolkata;New Delhi;11:25;1 Stop;9h 10m;20:35;5 114
1807;IndiGo;10/6/22;Kolkata;New Delhi;15:20;1 Stop;6h 20m;21:40;5 167
1808;IndiGo;10/6/22;Kolkata;New Delhi;17:35;1 Stop;7h 40m;1:15;5 167
1809;IndiGo;10/6/22;Kolkata;New Delhi;15:20;1 Stop;9h 55m;1:15;5 167
1810;Air India;10/6/22;Kolkata;New Delhi;5:55;1 Stop;12h 45m;18:40;5 282
1811;Air India;10/6/22;Kolkata;New Delhi;5:55;1 Stop;16h 10m;22:05;5 282
1812;IndiGo;10/6/22;Kolkata;New Delhi;6:25;1 Stop;7h 55m;14:20;5 335
1813;Air India;10/6/22;Kolkata;New Delhi;13:00;2 Stop;7h 30m;20:30;5 467
1814;Air India;10/6/22;Kolkata;New Delhi;13:00;2 Stop;8h 15m;21:15;5 467
1815;Air India;10/6/22;Kolkata;New Delhi;9:25;1 Stop;8h 55m;18:20;5 467
1816;Air India;10/6/22;Kolkata;New Delhi;9:25;2 Stop;9h 45m;19:10;5 467
1817;Air India;10/6/22;Kolkata;New Delhi;9:25;1 Stop;11h 05m;20:30;5 467
1818;Air India;10/6/22;Kolkata;New Delhi;9:25;1 Stop;11h 50m;21:15;5 467
1819;Air India;10/6/22;Kolkata;New Delhi;16:55;1 Stop;17h 20m;10:15;5 467
1820;Air India;10/6/22;Kolkata;New Delhi;16:55;2 Stop;18h 15m;11:10;5 467
1821;Air India;10/6/22;Kolkata;New Delhi;16:55;1 Stop;19h 20m;12:15;5 467
1822;Air India;10/6/22;Kolkata;New Delhi;13:00;2 Stop;21h 15m;10:15;5 467
1823;Air India;10/6/22;Kolkata;New Delhi;13:00;3 Stop;22h 10m;11:10;5 467
1824;Air India;10/6/22;Kolkata;New Delhi;13:00;2 Stop;23h 15m;12:15;5 467
1825;Air India;10/6/22;Kolkata;New Delhi;9:25;1 Stop;24h 50m;10:15;5 467
1826;Air India;10/6/22;Kolkata;New Delhi;16:55;1 Stop;25h 25m;18:20;5 467
1827;Air India;10/6/22;Kolkata;New Delhi;9:25;2 Stop;25h 45m;11:10;5 467
1828;Air India;10/6/22;Kolkata;New Delhi;16:55;2 Stop;26h 15m;19:10;5 467
1829;Air India;10/6/22;Kolkata;New Delhi;9:25;1 Stop;26h 50m;12:15;5 467
1830;Air India;10/6/22;Kolkata;New Delhi;16:55;1 Stop;27h 35m;20:30;5 467
1831;IndiGo;10/6/22;Kolkata;New Delhi;7:05;Non Stop;2h 20m;9:25;5 649
1832;IndiGo;10/6/22;Kolkata;New Delhi;8:45;Non Stop;2h 20m;11:05;5 649
1833;IndiGo;10/6/22;Kolkata;New Delhi;10:10;Non Stop;2h 20m;12:30;5 649
1834;Vistara;10/6/22;Kolkata;New Delhi;10:15;Non Stop;2h 20m;12:35;5 649
1835;IndiGo;10/6/22;Kolkata;New Delhi;1:15;Non Stop;2h 25m;3:40;5 649
1836;IndiGo;10/6/22;Kolkata;New Delhi;5:30;Non Stop;2h 25m;7:55;5 649
1837;Vistara;10/6/22;Kolkata;New Delhi;7:10;Non Stop;2h 25m;9:35;5 649
1838;Vistara;10/6/22;Kolkata;New Delhi;15:20;Non Stop;2h 25m;17:45;5 649
1839;IndiGo;10/6/22;Kolkata;New Delhi;16:30;Non Stop;2h 25m;18:55;5 649
1840;IndiGo;10/6/22;Kolkata;New Delhi;18:05;Non Stop;2h 25m;20:30;5 649
1841;IndiGo;10/6/22;Kolkata;New Delhi;19:20;Non Stop;2h 25m;21:45;5 649
1842;Vistara;10/6/22;Kolkata;New Delhi;20:20;Non Stop;2h 25m;22:45;5 649
1843;IndiGo;10/6/22;Kolkata;New Delhi;20:25;Non Stop;2h 25m;22:50;5 649
1844;IndiGo;10/6/22;Kolkata;New Delhi;21:40;Non Stop;2h 25m;0:05;5 649
1845;IndiGo;10/6/22;Kolkata;New Delhi;11:20;Non Stop;2h 20m;13:40;6 174
1846;IndiGo;10/6/22;Kolkata;New Delhi;7:00;1 Stop;6h 25m;13:25;6 237
1847;Go First;10/6/22;Kolkata;New Delhi;4:55;1 Stop;7h 30m;12:25;6 324
1848;Go First;10/6/22;Kolkata;New Delhi;17:30;1 Stop;7h 40m;1:10;6 324
1849;Go First;10/6/22;Kolkata;New Delhi;17:30;1 Stop;8h 25m;1:55;6 324
1850;Go First;10/6/22;Kolkata;New Delhi;4:55;1 Stop;9h 25m;14:20;6 324
1851;Air India;10/6/22;Kolkata;New Delhi;18:10;1 Stop;17h 40m;11:50;6 354
1852;Air India;10/6/22;Kolkata;New Delhi;9:55;1 Stop;25h 55m;11:50;6 354
1853;Air India;10/6/22;Kolkata;New Delhi;14:10;1 Stop;6h 25m;20:35;6 643
1854;Air India;10/6/22;Kolkata;New Delhi;14:10;1 Stop;9h 45m;23:55;6 643
1855;SpiceJet;10/6/22;Kolkata;New Delhi;8:00;1 Stop;10h 40m;18:40;6 776
1856;Air Asia;10/6/22;Kolkata;New Delhi;9:05;1 Stop;5h 50m;14:55;7 102
1857;Go First;10/6/22;Kolkata;New Delhi;16:45;1 Stop;7h 00m;23:45;7 588
1858;Air Asia;10/6/22;Kolkata;New Delhi;16:15;1 Stop;8h 45m;1:00;7 613
1859;Air Asia;10/6/22;Kolkata;New Delhi;16:15;1 Stop;11h 05m;3:20;7 613
1860;Air Asia;10/6/22;Kolkata;New Delhi;16:15;1 Stop;11h 20m;3:35;7 613
1861;Air Asia;10/6/22;Kolkata;New Delhi;21:35;1 Stop;11h 20m;8:55;7 613
1862;Air Asia;10/6/22;Kolkata;New Delhi;13:30;1 Stop;11h 30m;1:00;7 613
1863;IndiGo;10/6/22;Kolkata;New Delhi;14:15;1 Stop;6h 40m;20:55;7 697
1864;IndiGo;10/6/22;Kolkata;New Delhi;14:15;1 Stop;8h 20m;22:35;7 697
1865;IndiGo;10/6/22;Kolkata;New Delhi;11:05;1 Stop;9h 50m;20:55;7 697
1866;IndiGo;10/6/22;Kolkata;New Delhi;14:40;1 Stop;8h 00m;22:40;7 821
1867;IndiGo;10/6/22;Kolkata;New Delhi;11:50;1 Stop;7h 05m;18:55;7 889
1868;IndiGo;10/6/22;Kolkata;New Delhi;11:50;1 Stop;9h 20m;21:10;7 889
1869;Air India;10/6/22;Kolkata;New Delhi;5:55;3 Stop;12h 45m;18:40;8 228
1870;SpiceJet;10/6/22;Kolkata;New Delhi;11:40;1 Stop;6h 30m;18:10;8 619
1871;Air Asia;10/6/22;Kolkata;New Delhi;9:05;1 Stop;10h 15m;19:20;8 716
1872;Go First;10/6/22;Kolkata;New Delhi;8:55;1 Stop;10h 05m;19:00;8 797
1873;SpiceJet;10/6/22;Kolkata;New Delhi;14:15;1 Stop;4h 55m;19:10;8 954
1874;IndiGo;10/6/22;Kolkata;New Delhi;5:55;1 Stop;6h 05m;12:00;9 026
1875;IndiGo;10/6/22;Kolkata;New Delhi;8:15;1 Stop;6h 15m;14:30;9 026
1876;IndiGo;10/6/22;Kolkata;New Delhi;5:55;1 Stop;8h 35m;14:30;9 026
1877;IndiGo;10/6/22;Kolkata;New Delhi;12:35;1 Stop;6h 15m;18:50;9 146
1878;SpiceJet;10/6/22;Kolkata;New Delhi;22:00;Non Stop;2h 35m;0:35;9 669
1879;Air India;10/6/22;Kolkata;New Delhi;16:55;2 Stop;30h 45m;23:40;9 715
1880;Air India;10/6/22;Kolkata;New Delhi;13:00;3 Stop;34h 40m;23:40;9 715
1881;Air India;10/6/22;Kolkata;New Delhi;9:25;2 Stop;38h 15m;23:40;9 715
1882;Go First;10/6/22;Kolkata;New Delhi;16:40;1 Stop;7h 30m;0:10;9 852
1883;SpiceJet;10/6/22;Kolkata;New Delhi;18:00;Non Stop;2h 35m;20:35;10 719
1884;Vistara;10/6/22;Kolkata;New Delhi;17:35;2 Stop;22h 55m;16:30;10 847
1885;Vistara;10/6/22;Kolkata;New Delhi;17:35;2 Stop;26h 20m;19:55;10 847
1886;Vistara;10/6/22;Kolkata;New Delhi;10:25;2 Stop;30h 05m;16:30;10 847
1887;Vistara;10/6/22;Kolkata;New Delhi;10:25;2 Stop;30h 05m;16:30;10 847
1888;Vistara;10/6/22;Kolkata;New Delhi;10:25;2 Stop;33h 30m;19:55;10 847
1889;Vistara;10/6/22;Kolkata;New Delhi;10:25;2 Stop;13h 30m;23:55;11 663
1890;SpiceJet;10/6/22;Kolkata;New Delhi;6:20;Non Stop;2h 25m;8:45;11 769
1891;Vistara;10/6/22;Kolkata;New Delhi;10:25;1 Stop;6h 30m;16:55;12 033
1892;Vistara;10/6/22;Kolkata;New Delhi;17:35;1 Stop;6h 35m;0:10;12 033
1893;Vistara;10/6/22;Kolkata;New Delhi;17:35;1 Stop;7h 20m;0:55;12 033
1894;Vistara;10/6/22;Kolkata;New Delhi;10:25;1 Stop;7h 40m;18:05;12 033
1895;Vistara;10/6/22;Kolkata;New Delhi;10:25;1 Stop;9h 20m;19:45;12 033
1896;Vistara;10/6/22;Kolkata;New Delhi;10:25;1 Stop;10h 15m;20:40;12 033
1897;Vistara;10/6/22;Kolkata;New Delhi;10:25;1 Stop;11h 30m;21:55;12 033
1898;Vistara;10/6/22;Kolkata;New Delhi;10:25;1 Stop;12h 35m;23:00;12 033
1899;Vistara;10/6/22;Kolkata;New Delhi;10:25;1 Stop;13h 45m;0:10;12 033
1900;Vistara;10/6/22;Kolkata;New Delhi;10:25;1 Stop;14h 30m;0:55;12 033
1901;Vistara;10/6/22;Kolkata;New Delhi;17:35;1 Stop;14h 30m;8:05;12 033
1902;Vistara;10/6/22;Kolkata;New Delhi;17:35;1 Stop;15h 00m;8:35;12 033
1903;Vistara;10/6/22;Kolkata;New Delhi;17:35;1 Stop;17h 25m;11:00;12 033
1904;IndiGo;10/6/22;Kolkata;New Delhi;17:35;1 Stop;5h 05m;22:40;12 317
1905;Vistara;10/6/22;Kolkata;New Delhi;10:25;2 Stop;12h 00m;22:25;12 443
1906;Vistara;10/6/22;Kolkata;New Delhi;10:25;2 Stop;13h 20m;23:45;12 443
1907;SpiceJet;10/6/22;Kolkata;New Delhi;6:50;1 Stop;7h 20m;14:10;14 499
1908;SpiceJet;10/6/22;Kolkata;New Delhi;6:50;1 Stop;11h 20m;18:10;15 023
1909;IndiGo;10/7/22;Mumbai;Chennai;7:05;1 Stop;4h 15m;11:20;1 841
1910;IndiGo;10/7/22;Mumbai;Chennai;20:00;1 Stop;4h 25m;0:25;1 841
1911;IndiGo;10/7/22;Mumbai;Chennai;6:15;1 Stop;5h 05m;11:20;1 841
1912;IndiGo;10/7/22;Mumbai;Chennai;16:55;1 Stop;5h 10m;22:05;1 841
1913;IndiGo;10/7/22;Mumbai;Chennai;13:35;1 Stop;5h 35m;19:10;1 841
1914;IndiGo;10/7/22;Mumbai;Chennai;18:30;1 Stop;5h 55m;0:25;1 841
1915;IndiGo;10/7/22;Mumbai;Chennai;12:30;1 Stop;7h 00m;19:30;1 841
1916;IndiGo;10/7/22;Mumbai;Chennai;16:55;1 Stop;7h 30m;0:25;1 841
1917;IndiGo;10/7/22;Mumbai;Chennai;7:05;1 Stop;8h 05m;15:10;1 841
1918;IndiGo;10/7/22;Mumbai;Chennai;6:15;1 Stop;8h 55m;15:10;1 841
1919;IndiGo;10/7/22;Mumbai;Chennai;13:35;1 Stop;9h 25m;23:00;1 841
1920;IndiGo;10/7/22;Mumbai;Chennai;20:00;1 Stop;9h 55m;5:55;1 841
1921;IndiGo;10/7/22;Mumbai;Chennai;7:05;1 Stop;10h 25m;17:30;1 841
1922;IndiGo;10/7/22;Mumbai;Chennai;8:20;1 Stop;11h 10m;19:30;1 841
1923;IndiGo;10/7/22;Mumbai;Chennai;5:05;Non Stop;1h 55m;7:00;1 890
1924;Air India;10/7/22;Mumbai;Chennai;5:20;Non Stop;1h 55m;7:15;1 890
1925;Go First;10/7/22;Mumbai;Chennai;5:50;Non Stop;1h 55m;7:45;1 890
1926;Air India;10/7/22;Mumbai;Chennai;9:00;Non Stop;1h 55m;10:55;1 890
1927;IndiGo;10/7/22;Mumbai;Chennai;16:35;Non Stop;1h 55m;18:30;1 890
1928;IndiGo;10/7/22;Mumbai;Chennai;7:15;Non Stop;2h 00m;9:15;1 890
1929;Go First;10/7/22;Mumbai;Chennai;18:40;Non Stop;2h 00m;20:40;1 890
1930;IndiGo;10/7/22;Mumbai;Chennai;10:20;Non Stop;2h 05m;12:25;1 890
1931;IndiGo;10/7/22;Mumbai;Chennai;19:10;Non Stop;2h 05m;21:15;1 890
1932;IndiGo;10/7/22;Mumbai;Chennai;21:25;Non Stop;2h 05m;23:30;2 151
1933;IndiGo;10/7/22;Mumbai;Chennai;22:35;Non Stop;2h 05m;0:40;2 151
1934;SpiceJet;10/7/22;Mumbai;Chennai;19:55;Non Stop;1h 50m;21:45;2 194
1935;IndiGo;10/7/22;Mumbai;Chennai;15:20;Non Stop;2h 05m;17:25;2 773
1936;Air Asia;10/7/22;Mumbai;Chennai;13:05;1 Stop;3h 25m;16:30;3 195
1937;Air Asia;10/7/22;Mumbai;Chennai;13:05;1 Stop;4h 20m;17:25;3 195
1938;Air Asia;10/7/22;Mumbai;Chennai;21:20;1 Stop;11h 10m;8:30;3 195
1939;Air Asia;10/7/22;Mumbai;Chennai;20:10;1 Stop;12h 20m;8:30;3 195
1940;Air Asia;10/7/22;Mumbai;Chennai;20:10;1 Stop;12h 20m;8:30;3 195
1941;Air India;10/7/22;Mumbai;Chennai;21:15;1 Stop;10h 45m;8:00;3 318
1942;Air India;10/7/22;Mumbai;Chennai;19:25;1 Stop;12h 35m;8:00;3 318
1943;Air India;10/7/22;Mumbai;Chennai;5:45;1 Stop;26h 15m;8:00;3 318
1944;Air India;10/7/22;Mumbai;Chennai;5:45;1 Stop;16h 50m;22:35;3 623
1945;Air India;10/7/22;Mumbai;Chennai;21:15;1 Stop;25h 20m;22:35;3 623
1946;SpiceJet;10/7/22;Mumbai;Chennai;21:35;1 Stop;11h 35m;9:10;3 702
1947;SpiceJet;10/7/22;Mumbai;Chennai;20:25;1 Stop;12h 45m;9:10;3 702
1948;SpiceJet;10/7/22;Mumbai;Chennai;21:35;1 Stop;24h 05m;21:40;3 702
1949;SpiceJet;10/7/22;Mumbai;Chennai;20:25;1 Stop;25h 15m;21:40;3 702
1950;IndiGo;10/7/22;Mumbai;Chennai;16:00;1 Stop;8h 25m;0:25;3 783
1951;IndiGo;10/7/22;Mumbai;Chennai;10:50;1 Stop;4h 20m;15:10;3 825
1952;IndiGo;10/7/22;Mumbai;Chennai;16:00;1 Stop;4h 20m;20:20;3 825
1953;IndiGo;10/7/22;Mumbai;Chennai;12:45;1 Stop;4h 45m;17:30;3 825
1954;IndiGo;10/7/22;Mumbai;Chennai;16:00;1 Stop;6h 05m;22:05;3 825
1955;IndiGo;10/7/22;Mumbai;Chennai;12:45;1 Stop;6h 10m;18:55;3 825
1956;IndiGo;10/7/22;Mumbai;Chennai;10:50;1 Stop;6h 40m;17:30;3 825
1957;IndiGo;10/7/22;Mumbai;Chennai;12:45;1 Stop;7h 35m;20:20;3 825
1958;IndiGo;10/7/22;Mumbai;Chennai;10:50;1 Stop;8h 05m;18:55;3 825
1959;IndiGo;10/7/22;Mumbai;Chennai;12:45;1 Stop;9h 20m;22:05;3 825
1960;IndiGo;10/7/22;Mumbai;Chennai;10:50;1 Stop;9h 30m;20:20;3 825
1961;Air India;10/7/22;Mumbai;Chennai;16:00;1 Stop;7h 35m;23:35;4 417
1962;Air India;10/7/22;Mumbai;Chennai;15:25;2 Stop;8h 10m;23:35;4 417
1963;Air India;10/7/22;Mumbai;Chennai;10:00;1 Stop;13h 35m;23:35;4 417
1964;Air India;10/7/22;Mumbai;Chennai;19:00;1 Stop;13h 55m;8:55;4 417
1965;Air India;10/7/22;Mumbai;Chennai;18:00;1 Stop;14h 55m;8:55;4 417
1966;Air India;10/7/22;Mumbai;Chennai;8:00;1 Stop;15h 35m;23:35;4 417
1967;Air India;10/7/22;Mumbai;Chennai;7:05;2 Stop;16h 30m;23:35;4 417
1968;Air India;10/7/22;Mumbai;Chennai;16:00;1 Stop;16h 55m;8:55;4 417
1969;Air India;10/7/22;Mumbai;Chennai;15:25;2 Stop;17h 30m;8:55;4 417
1970;Air India;10/7/22;Mumbai;Chennai;19:00;1 Stop;17h 40m;12:40;4 417
1971;Air India;10/7/22;Mumbai;Chennai;18:00;1 Stop;18h 40m;12:40;4 417
1972;Air India;10/7/22;Mumbai;Chennai;16:00;1 Stop;20h 40m;12:40;4 417
1973;Air India;10/7/22;Mumbai;Chennai;8:00;1 Stop;24h 55m;8:55;4 417
1974;Air India;10/7/22;Mumbai;Chennai;7:05;2 Stop;25h 50m;8:55;4 417
1975;Go First;10/7/22;Mumbai;Chennai;5:00;1 Stop;5h 40m;10:40;4 707
1976;Air India;10/7/22;Mumbai;Chennai;7:55;2 Stop;9h 10m;17:05;4 877
1977;Air India;10/7/22;Mumbai;Chennai;6:10;1 Stop;10h 55m;17:05;4 877
1978;Air India;10/7/22;Mumbai;Chennai;20:30;1 Stop;20h 35m;17:05;4 877
1979;Go First;10/7/22;Mumbai;Chennai;19:20;1 Stop;5h 40m;1:00;5 044
1980;IndiGo;10/7/22;Mumbai;Chennai;11:30;1 Stop;10h 40m;22:10;5 072
1981;Air India;10/7/22;Mumbai;Chennai;17:45;2 Stop;15h 10m;8:55;5 618
1982;Air India;10/7/22;Mumbai;Chennai;17:45;2 Stop;18h 55m;12:40;5 618
1983;Air India;10/7/22;Mumbai;Chennai;17:45;2 Stop;29h 50m;23:35;5 618
1984;Air India;10/7/22;Mumbai;Chennai;17:10;1 Stop;25h 45m;18:55;5 631
1985;Air India;10/7/22;Mumbai;Chennai;7:55;3 Stop;38h 40m;22:35;5 859
1986;Air India;10/7/22;Mumbai;Chennai;6:10;2 Stop;40h 25m;22:35;5 859
1987;Vistara;10/7/22;Mumbai;Chennai;6:45;Non Stop;2h 05m;8:50;5 943
1988;Vistara;10/7/22;Mumbai;Chennai;9:45;Non Stop;2h 05m;11:50;5 943
1989;Vistara;10/7/22;Mumbai;Chennai;17:50;Non Stop;2h 05m;19:55;5 943
1990;Vistara;10/7/22;Mumbai;Chennai;21:00;Non Stop;2h 05m;23:05;5 943
