;Airline_Name;Date_of_Journey;Source;Destination;Dept_Time;Total_Stops;Duration_of_Flight;Arr_Time;Fare
268;IndiGo;5/3/22;Mumbai;New Delhi;19:35;Non stop;01 h 50 m;21:25;2 339
269;IndiGo;5/3/22;Mumbai;New Delhi;20:30;Non stop;02 h 05 m;22:35;2 339
270;Spicejet;5/3/22;Mumbai;New Delhi;21:45;Non stop;02 h 10 m;23:55;2 339
271;AirAsia;5/3/22;Mumbai;New Delhi;22:55;Non stop;02 h 05 m;1:00;2 339
272;IndiGo;5/3/22;Mumbai;New Delhi;6:05;1 stop ;04 h 20 m;10:25;2 339
273;IndiGo;5/3/22;Mumbai;New Delhi;9:25;1 stop ;04 h 15 m;13:40;2 339
274;IndiGo;5/3/22;Mumbai;New Delhi;6:45;1 stop ;09 h 25 m;16:10;2 339
275;IndiGo;5/3/22;Mumbai;New Delhi;9:25;1 stop ;08 h 10 m;17:35;2 339
276;IndiGo;5/3/22;Mumbai;New Delhi;15:05;1 stop ;06 h 15 m;21:20;2 339
277;IndiGo;5/3/22;Mumbai;New Delhi;17:30;1 stop ;04 h 30 m;22:00;2 339
278;IndiGo;5/3/22;Mumbai;New Delhi;16:45;1 stop ;05 h 50 m;22:35;2 339
279;IndiGo;5/3/22;Mumbai;New Delhi;20:15;1 stop ;04 h 05 m;0:20;2 339
280;IndiGo;5/3/22;Mumbai;New Delhi;19:15;1 stop ;05 h 05 m;0:20;2 339
281;IndiGo;5/3/22;Mumbai;New Delhi;17:30;1 stop ;06 h 50 m;0:20;2 339
282;Air India;5/3/22;Mumbai;New Delhi;16:00;Non stop;02 h 15 m;18:15;2 464
283;Air India;5/3/22;Mumbai;New Delhi;19:00;Non stop;02 h 15 m;21:15;2 464
284;Air India;5/3/22;Mumbai;New Delhi;7:05;1 stop ;03 h 40 m;10:45;2 464
285;Vistara;5/3/22;Mumbai;New Delhi;6:30;Non stop;02 h 05 m;8:35;2 465
286;Vistara;5/3/22;Mumbai;New Delhi;20:55;Non stop;02 h 05 m;23:00;2 465
287;Vistara;5/3/22;Mumbai;New Delhi;21:55;Non stop;02 h 15 m;0:10;2 465
288;Spicejet;5/3/22;Mumbai;New Delhi;7:20;Non stop;02 h 15 m;9:35;2 614
289;Spicejet;5/3/22;Mumbai;New Delhi;10:15;Non stop;02 h 15 m;12:30;2 614
290;Spicejet;5/3/22;Mumbai;New Delhi;19:25;Non stop;02 h 25 m;21:50;2 614
291;Vistara;5/3/22;Mumbai;New Delhi;14:40;Non stop;02 h 15 m;16:55;2 700
292;Vistara;5/3/22;Mumbai;New Delhi;15:45;Non stop;02 h 20 m;18:05;2 700
293;Go First;5/3/22;Mumbai;New Delhi;8:00;Non stop;02 h 10 m;10:10;2 748
294;IndiGo;5/3/22;Mumbai;New Delhi;8:55;1 stop ;06 h 25 m;15:20;3 010
295;IndiGo;5/3/22;Mumbai;New Delhi;13:45;1 stop ;03 h 50 m;17:35;3 010
296;Vistara;5/3/22;Mumbai;New Delhi;7:30;Non stop;02 h 10 m;9:40;3 101
297;AirAsia;5/3/22;Mumbai;New Delhi;18:10;1 stop ;06 h 40 m;0:50;3 195
298;Go First;5/3/22;Mumbai;New Delhi;18:10;1 stop ;05 h 20 m;23:30;3 324
299;Go First;5/3/22;Mumbai;New Delhi;22:40;1 stop ;11 h 10 m;9:50;3 324
300;Spicejet;5/3/22;Mumbai;New Delhi;5:55;1 stop ;04 h 45 m;10:40;3 342
301;Spicejet;5/3/22;Mumbai;New Delhi;19:50;1 stop ;14 h 50 m;10:40;3 342
302;Spicejet;5/3/22;Mumbai;New Delhi;9:15;1 stop ;05 h 45 m;15:00;3 965
303;Go First;5/3/22;Mumbai;New Delhi;19:00;1 stop ;13 h 40 m;8:40;4 098
304;Spicejet;5/3/22;Mumbai;New Delhi;13:50;1 stop ;04 h 45 m;18:35;4 569
305;Go First;5/3/22;Mumbai;New Delhi;12:30;1 stop ;11 h 20 m;23:50;4 801
306;Go First;5/3/22;Mumbai;New Delhi;21:00;1 stop ;11 h 30 m;8:30;4 822
307;Go First;5/3/22;Mumbai;New Delhi;19:30;1 stop ;11 h 50 m;7:20;4 979
308;Spicejet;5/3/22;Mumbai;New Delhi;20:25;1 stop ;25 h 55 m;22:20;5 097
309;IndiGo;5/3/22;Mumbai;New Delhi;9:00;1 stop ;07 h 50 m;16:50;5 167
310;Go First;5/3/22;Mumbai;New Delhi;10:35;1 stop ;09 h 20 m;19:55;5 193
311;Go First;5/3/22;Mumbai;New Delhi;16:20;1 stop ;09 h 50 m;2:10;5 938
312;Go First;5/3/22;Mumbai;New Delhi;8:30;1 stop ;07 h 40 m;16:10;5 984
313;IndiGo;7/3/22;New Delhi;Kolkata;5:55;Non stop;02 h 15 m;8:10;2 480
314;IndiGo;7/3/22;New Delhi;Kolkata;7:15;Non stop;02 h 15 m;9:30;2 480
315;IndiGo;7/3/22;New Delhi;Kolkata;8:40;Non stop;02 h 10 m;10:50;2 480
316;IndiGo;7/3/22;New Delhi;Kolkata;15:10;Non stop;02 h 10 m;17:20;2 480
317;IndiGo;7/3/22;New Delhi;Kolkata;17:25;Non stop;02 h 15 m;19:40;2 480
318;IndiGo;7/3/22;New Delhi;Kolkata;18:35;Non stop;02 h 20 m;20:55;2 480
319;Go First;7/3/22;New Delhi;Kolkata;19:25;Non stop;02 h 20 m;21:45;2 480
320;IndiGo;7/3/22;New Delhi;Kolkata;19:45;Non stop;02 h 10 m;21:55;2 480
321;IndiGo;7/3/22;New Delhi;Kolkata;21:15;Non stop;02 h 10 m;23:25;2 480
322;AirAsia;7/3/22;New Delhi;Kolkata;7:10;2 stop ;08 h 15 m;15:25;2 480
323;AirAsia;7/3/22;New Delhi;Kolkata;9:35;2 stop ;09 h 40 m;19:15;2 480
324;AirAsia;7/3/22;New Delhi;Kolkata;8:00;2 stop ;11 h 15 m;19:15;2 480
325;AirAsia;7/3/22;New Delhi;Kolkata;15:25;2 stop ;07 h 45 m;23:10;2 480
326;AirAsia;7/3/22;New Delhi;Kolkata;4:45;Non stop;02 h 25 m;7:10;2 481
327;Spicejet;7/3/22;New Delhi;Kolkata;7:00;Non stop;02 h 05 m;9:05;2 481
328;AirAsia;7/3/22;New Delhi;Kolkata;16:50;Non stop;02 h 40 m;19:30;2 481
329;Spicejet;7/3/22;New Delhi;Kolkata;20:50;Non stop;02 h 10 m;23:00;2 481
330;AirAsia;7/3/22;New Delhi;Kolkata;21:00;Non stop;02 h 10 m;23:10;2 481
331;Air India;7/3/22;New Delhi;Kolkata;6:50;Non stop;02 h 10 m;9:00;2 482
332;Air India;7/3/22;New Delhi;Kolkata;4:50;2 stop ;07 h 40 m;12:30;2 482
333;Vistara;7/3/22;New Delhi;Kolkata;6:30;Non stop;02 h 05 m;8:35;2 483
334;Vistara;7/3/22;New Delhi;Kolkata;7:30;Non stop;02 h 05 m;9:35;2 483
335;Vistara;7/3/22;New Delhi;Kolkata;15:55;Non stop;02 h 10 m;18:05;2 483
336;Vistara;7/3/22;New Delhi;Kolkata;17:30;Non stop;02 h 05 m;19:35;2 483
337;Vistara;7/3/22;New Delhi;Kolkata;20:30;Non stop;02 h 15 m;22:45;2 483
338;Air India;7/3/22;New Delhi;Kolkata;12:10;Non stop;02 h 20 m;14:30;2 903
339;Air India;7/3/22;New Delhi;Kolkata;16:55;Non stop;02 h 15 m;19:10;3 428
340;IndiGo;7/3/22;New Delhi;Kolkata;10:00;Non stop;02 h 10 m;12:10;3 482
341;AirAsia;7/3/22;New Delhi;Kolkata;6:20;1 stop ;05 h 40 m;12:00;3 483
342;AirAsia;7/3/22;New Delhi;Kolkata;16:05;1 stop ;09 h 30 m;1:35;3 483
343;Spicejet;7/3/22;New Delhi;Kolkata;17:15;1 stop ;04 h 15 m;21:30;3 553
344;Spicejet;7/3/22;New Delhi;Kolkata;7:25;1 stop ;14 h 05 m;21:30;3 553
345;Air India;7/3/22;New Delhi;Kolkata;21:25;1 stop ;10 h 40 m;8:05;3 610
346;IndiGo;7/3/22;New Delhi;Kolkata;9:15;1 stop ;05 h 20 m;14:35;3 677
347;IndiGo;7/3/22;New Delhi;Kolkata;5:50;1 stop ;08 h 45 m;14:35;3 677
348;AirAsia;7/3/22;New Delhi;Kolkata;19:00;1 stop ;06 h 35 m;1:35;4 039
349;Spicejet;7/3/22;New Delhi;Kolkata;10:15;1 stop ;11 h 15 m;21:30;4 174
350;Air India;7/3/22;New Delhi;Kolkata;10:35;1 stop ;07 h;17:35;4 426
351;Spicejet;7/3/22;New Delhi;Kolkata;10:15;1 stop ;23 h 40 m;9:55;4 449
352;IndiGo;7/3/22;New Delhi;Kolkata;15:30;1 stop ;05 h 25 m;20:55;4 472
353;IndiGo;7/3/22;New Delhi;Kolkata;10:25;1 stop ;10 h 30 m;20:55;4 472
354;IndiGo;7/3/22;New Delhi;Kolkata;3:00;Non stop;02 h 10 m;5:10;4 485
355;Go First;7/3/22;New Delhi;Kolkata;14:20;1 stop ;09 h 15 m;23:35;4 730
356;Go First;7/3/22;New Delhi;Kolkata;13:30;1 stop ;10 h 05 m;23:35;4 730
357;Go First;7/3/22;New Delhi;Kolkata;10:30;1 stop ;13 h 05 m;23:35;4 730
358;Go First;7/3/22;New Delhi;Kolkata;8:00;1 stop ;15 h 35 m;23:35;4 730
359;Go First;7/3/22;New Delhi;Kolkata;21:00;1 stop ;10 h 30 m;7:30;4 730
360;Go First;7/3/22;New Delhi;Kolkata;19:40;1 stop ;11 h 50 m;7:30;4 730
361;Air India;7/3/22;New Delhi;Kolkata;9:25;1 stop ;08 h 35 m;18:00;4 748
362;Spicejet;7/3/22;New Delhi;Kolkata;19:20;1 stop ;26 h 05 m;21:25;4 791
363;Spicejet;7/3/22;New Delhi;Kolkata;9:25;1 stop ;04 h 55 m;14:20;4 898
364;Spicejet;7/3/22;New Delhi;Kolkata;13:05;1 stop ;25 h 15 m;14:20;4 898
365;Vistara;7/3/22;New Delhi;Kolkata;10:20;1 stop ;06 h 35 m;16:55;5 157
366;Vistara;7/3/22;New Delhi;Kolkata;9:30;1 stop ;07 h 25 m;16:55;5 157
367;Vistara;7/3/22;New Delhi;Kolkata;14:20;1 stop ;05 h 35 m;19:55;5 157
368;Vistara;7/3/22;New Delhi;Kolkata;12:50;1 stop ;07 h 05 m;19:55;5 157
369;IndiGo;7/3/22;New Delhi;Kolkata;10:55;1 stop ;08 h 45 m;19:40;5 225
370;Go First;7/3/22;New Delhi;Kolkata;8:00;1 stop ;09 h 30 m;17:30;5 830
371;Go First;7/3/22;New Delhi;Kolkata;6:05;1 stop ;10 h 25 m;16:30;5 954
372;Go First;7/3/22;New Delhi;Kolkata;5:35;2 stop ;10 h 55 m;16:30;5 954
373;Go First;7/3/22;New Delhi;Kolkata;10:50;2 stop ;11 h 30 m;22:20;5 954
374;Go First;7/3/22;New Delhi;Kolkata;9:10;2 stop ;13 h 10 m;22:20;5 954
375;Go First;7/3/22;New Delhi;Kolkata;6:05;1 stop ;16 h 15 m;22:20;5 954
376;IndiGo;7/3/22;New Delhi;Kolkata;12:35;1 stop ;05 h 15 m;17:50;5 955
377;IndiGo;7/3/22;New Delhi;Kolkata;7:50;1 stop ;10 h;17:50;5 955
378;IndiGo;7/3/22;New Delhi;Kolkata;9:50;1 stop ;05 h 30 m;15:20;6 253
379;IndiGo;7/3/22;New Delhi;Kolkata;7:20;1 stop ;08 h;15:20;6 253
380;IndiGo;7/3/22;New Delhi;Kolkata;14:40;1 stop ;07 h 45 m;22:25;6 443
381;Spicejet;7/3/22;New Delhi;Kolkata;9:25;1 stop ;08 h;17:25;9 969
382;Spicejet;7/3/22;Kolkata;New Delhi;6:05;Non stop;02 h 40 m;8:45;3 013
383;Spicejet;7/3/22;Kolkata;New Delhi;21:55;Non stop;02 h 30 m;0:25;3 013
384;IndiGo;7/3/22;Kolkata;New Delhi;1:15;Non stop;02 h 30 m;3:45;3 014
385;IndiGo;7/3/22;Kolkata;New Delhi;5:30;Non stop;02 h 30 m;8:00;3 014
386;IndiGo;7/3/22;Kolkata;New Delhi;6:40;Non stop;02 h 35 m;9:15;3 014
387;IndiGo;7/3/22;Kolkata;New Delhi;8:45;Non stop;02 h 30 m;11:15;3 014
388;IndiGo;7/3/22;Kolkata;New Delhi;10:05;Non stop;02 h 25 m;12:30;3 014
389;IndiGo;7/3/22;Kolkata;New Delhi;16:30;Non stop;02 h 30 m;19:00;3 014
390;IndiGo;7/3/22;Kolkata;New Delhi;18:05;Non stop;02 h 30 m;20:35;3 014
391;IndiGo;7/3/22;Kolkata;New Delhi;19:20;Non stop;02 h 30 m;21:50;3 014
392;IndiGo;7/3/22;Kolkata;New Delhi;20:25;Non stop;02 h 30 m;22:55;3 014
393;IndiGo;7/3/22;Kolkata;New Delhi;21:40;Non stop;02 h 30 m;0:10;3 014
394;IndiGo;7/3/22;Kolkata;New Delhi;6:10;1 stop ;08 h 15 m;14:25;3 014
395;IndiGo;7/3/22;Kolkata;New Delhi;7:15;1 stop ;08 h 10 m;15:25;3 014
396;IndiGo;7/3/22;Kolkata;New Delhi;11:40;1 stop ;07 h 05 m;18:45;3 014
397;IndiGo;7/3/22;Kolkata;New Delhi;14:45;1 stop ;05 h 25 m;20:10;3 014
398;IndiGo;7/3/22;Kolkata;New Delhi;17:30;1 stop ;04 h 05 m;21:35;3 014
399;IndiGo;7/3/22;Kolkata;New Delhi;14:45;1 stop ;06 h 50 m;21:35;3 014
400;IndiGo;7/3/22;Kolkata;New Delhi;15:20;1 stop ;06 h 20 m;21:40;3 014
401;IndiGo;7/3/22;Kolkata;New Delhi;11:40;1 stop ;10 h 05 m;21:45;3 014
402;IndiGo;7/3/22;Kolkata;New Delhi;16:20;1 stop ;06 h 25 m;22:45;3 014
403;AirAsia;7/3/22;Kolkata;New Delhi;7:40;Non stop;02 h 25 m;10:05;3 015
404;AirAsia;7/3/22;Kolkata;New Delhi;20:00;Non stop;02 h 40 m;22:40;3 015
405;AirAsia;7/3/22;Kolkata;New Delhi;23:40;Non stop;02 h 30 m;2:10;3 015
406;Air India;7/3/22;Kolkata;New Delhi;7:00;Non stop;02 h 15 m;9:15;3 016
407;Air India;7/3/22;Kolkata;New Delhi;13:30;2 stop ;07 h 25 m;20:55;3 016
408;Vistara;7/3/22;Kolkata;New Delhi;7:10;Non stop;02 h 25 m;9:35;3 017
409;Vistara;7/3/22;Kolkata;New Delhi;10:15;Non stop;02 h 20 m;12:35;3 017
410;Vistara;7/3/22;Kolkata;New Delhi;15:20;Non stop;02 h 25 m;17:45;3 017
411;Vistara;7/3/22;Kolkata;New Delhi;18:45;Non stop;02 h 25 m;21:10;3 017
412;Vistara;7/3/22;Kolkata;New Delhi;20:25;Non stop;02 h 20 m;22:45;3 017
413;Air India;7/3/22;Kolkata;New Delhi;10:25;Non stop;02 h 30 m;12:55;3 437
414;Air India;7/3/22;Kolkata;New Delhi;15:30;Non stop;02 h 30 m;18:00;3 437
415;Air India;7/3/22;Kolkata;New Delhi;20:30;Non stop;02 h 30 m;23:00;3 437
416;IndiGo;7/3/22;Kolkata;New Delhi;11:25;Non stop;02 h 25 m;13:50;3 911
417;Spicejet;7/3/22;Kolkata;New Delhi;18:10;1 stop ;17 h 10 m;11:20;4 087
418;Air India;7/3/22;Kolkata;New Delhi;19:00;1 stop ;14 h;9:00;4 144
419;Air India;7/3/22;Kolkata;New Delhi;11:35;3 stop ;09 h 20 m;20:55;4 347
420;IndiGo;7/3/22;Kolkata;New Delhi;7:00;1 stop ;06 h 20 m;13:20;4 458
421;IndiGo;7/3/22;Kolkata;New Delhi;8:05;1 stop ;06 h 40 m;14:45;4 458
422;IndiGo;7/3/22;Kolkata;New Delhi;11:55;1 stop ;06 h 55 m;18:50;4 458
423;IndiGo;7/3/22;Kolkata;New Delhi;12:35;1 stop ;06 h 20 m;18:55;4 458
424;IndiGo;7/3/22;Kolkata;New Delhi;11:30;1 stop ;07 h 25 m;18:55;4 458
425;IndiGo;7/3/22;Kolkata;New Delhi;8:05;1 stop ;10 h 50 m;18:55;4 458
426;IndiGo;7/3/22;Kolkata;New Delhi;14:15;1 stop ;06 h 10 m;20:25;4 458
427;IndiGo;7/3/22;Kolkata;New Delhi;17:15;1 stop ;05 h 15 m;22:30;4 458
428;IndiGo;7/3/22;Kolkata;New Delhi;14:15;1 stop ;08 h 20 m;22:35;4 458
429;Go First;7/3/22;Kolkata;New Delhi;6:15;1 stop ;12 h 40 m;18:55;4 824
430;Spicejet;7/3/22;Kolkata;New Delhi;6:45;1 stop ;12 h 20 m;19:05;4 824
431;Spicejet;7/3/22;Kolkata;New Delhi;18:25;1 stop ;24 h 40 m;19:05;4 824
432;Go First;7/3/22;Kolkata;New Delhi;13:20;1 stop ;11 h 20 m;0:40;4 933
433;Go First;7/3/22;Kolkata;New Delhi;4:55;1 stop ;07 h 15 m;12:10;5 207
434;Go First;7/3/22;Kolkata;New Delhi;4:55;1 stop ;09 h 35 m;14:30;5 207
435;Go First;7/3/22;Kolkata;New Delhi;4:55;1 stop ;09 h 40 m;14:35;5 207
436;Go First;7/3/22;Kolkata;New Delhi;4:55;1 stop ;13 h 40 m;18:35;5 207
437;Go First;7/3/22;Kolkata;New Delhi;17:30;1 stop ;07 h 20 m;0:50;5 207
438;Vistara;7/3/22;Kolkata;New Delhi;17:35;1 stop ;06 h 35 m;0:10;5 468
439;Spicejet;7/3/22;Kolkata;New Delhi;9:15;1 stop ;25 h 25 m;10:40;5 545
440;Go First;7/3/22;Kolkata;New Delhi;12:30;1 stop ;11 h;23:30;5 757
441;Go First;7/3/22;Kolkata;New Delhi;12:30;1 stop ;12 h 20 m;0:50;5 757
442;Go First;7/3/22;Kolkata;New Delhi;16:25;1 stop ;07 h 05 m;23:30;5 929
443;Spicejet;7/3/22;Kolkata;New Delhi;10:45;1 stop ;07 h 30 m;18:15;5 981
444;Spicejet;7/3/22;Kolkata;New Delhi;14:00;1 stop ;24 h 25 m;14:25;5 981
445;Go First;7/3/22;Kolkata;New Delhi;9:30;1 stop ;14 h 20 m;23:50;6 537
446;Spicejet;7/3/22;Kolkata;New Delhi;15:05;1 stop ;04 h 40 m;19:45;8 954
447;IndiGo;28/02/2022;Bengaluru;Mumbai;6:10;1 stop ;03 h 55 m;10:05;2 151
448;IndiGo;28/02/2022;Bengaluru;Mumbai;7:20;1 stop ;04 h 15 m;11:35;2 151
449;IndiGo;28/02/2022;Bengaluru;Mumbai;5:50;1 stop ;06 h 15 m;12:05;2 151
450;IndiGo;28/02/2022;Bengaluru;Mumbai;7:10;1 stop ;05 h 05 m;12:15;2 151
451;IndiGo;28/02/2022;Bengaluru;Mumbai;10:55;1 stop ;04 h 10 m;15:05;2 151
452;IndiGo;28/02/2022;Bengaluru;Mumbai;9:20;1 stop ;05 h 45 m;15:05;2 151
453;IndiGo;28/02/2022;Bengaluru;Mumbai;9:50;1 stop ;05 h 50 m;15:40;2 151
454;IndiGo;28/02/2022;Bengaluru;Mumbai;9:20;1 stop ;07 h 15 m;16:35;2 151
455;IndiGo;28/02/2022;Bengaluru;Mumbai;14:45;1 stop ;04 h 30 m;19:15;2 151
456;IndiGo;28/02/2022;Bengaluru;Mumbai;13:05;1 stop ;06 h 10 m;19:15;2 151
457;IndiGo;28/02/2022;Bengaluru;Mumbai;14:50;1 stop ;04 h 55 m;19:45;2 151
458;IndiGo;28/02/2022;Bengaluru;Mumbai;19:20;1 stop ;04 h 05 m;23:25;2 151
459;IndiGo;28/02/2022;Bengaluru;Mumbai;16:20;1 stop ;07 h 05 m;23:25;2 151
460;IndiGo;28/02/2022;Bengaluru;Mumbai;18:15;1 stop ;06 h 05 m;0:20;2 151
461;IndiGo;28/02/2022;Bengaluru;Mumbai;17:10;1 stop ;07 h 30 m;0:40;2 151
462;AirAsia;28/02/2022;Bengaluru;Mumbai;5:35;Non stop;01 h 40 m;7:15;2 201
463;Go First;28/02/2022;Bengaluru;Mumbai;5:45;Non stop;01 h 35 m;7:20;2 201
464;IndiGo;28/02/2022;Bengaluru;Mumbai;7:00;Non stop;01 h 50 m;8:50;2 201
465;IndiGo;28/02/2022;Bengaluru;Mumbai;8:05;Non stop;01 h 50 m;9:55;2 201
466;Go First;28/02/2022;Bengaluru;Mumbai;8:10;Non stop;01 h 40 m;9:50;2 201
467;Go First;28/02/2022;Bengaluru;Mumbai;10:00;Non stop;01 h 40 m;11:40;2 201
468;IndiGo;28/02/2022;Bengaluru;Mumbai;12:40;Non stop;01 h 50 m;14:30;2 201
469;IndiGo;28/02/2022;Bengaluru;Mumbai;16:50;Non stop;01 h 45 m;18:35;2 201
470;IndiGo;28/02/2022;Bengaluru;Mumbai;18:00;Non stop;01 h 50 m;19:50;2 201
471;AirAsia;28/02/2022;Bengaluru;Mumbai;18:50;Non stop;01 h 45 m;20:35;2 201
472;Go First;28/02/2022;Bengaluru;Mumbai;19:00;Non stop;01 h 40 m;20:40;2 201
473;IndiGo;28/02/2022;Bengaluru;Mumbai;19:35;Non stop;02 h;21:35;2 201
474;Go First;28/02/2022;Bengaluru;Mumbai;20:00;Non stop;01 h 50 m;21:50;2 201
475;IndiGo;28/02/2022;Bengaluru;Mumbai;21:15;Non stop;02 h;23:15;2 201
476;Go First;28/02/2022;Bengaluru;Mumbai;22:00;Non stop;01 h 55 m;23:55;2 201
477;AirAsia;28/02/2022;Bengaluru;Mumbai;22:45;Non stop;01 h 50 m;0:35;2 201
478;AirAsia;28/02/2022;Bengaluru;Mumbai;13:15;1 stop ;06 h 20 m;19:35;2 202
483;Air India;28/02/2022;Bengaluru;Mumbai;6:45;Non stop;01 h 50 m;8:35;2 208
484;Air India;28/02/2022;Bengaluru;Mumbai;19:10;Non stop;01 h 55 m;21:05;2 208
485;Vistara;28/02/2022;Bengaluru;Mumbai;6:40;Non stop;01 h 35 m;8:15;2 250
486;Vistara;28/02/2022;Bengaluru;Mumbai;8:30;Non stop;01 h 45 m;10:15;2 250
487;Vistara;28/02/2022;Bengaluru;Mumbai;9:30;Non stop;01 h 55 m;11:25;2 250
488;Vistara;28/02/2022;Bengaluru;Mumbai;18:25;Non stop;01 h 50 m;20:15;2 250
489;Vistara;28/02/2022;Bengaluru;Mumbai;19:00;Non stop;01 h 45 m;20:45;2 250
490;Vistara;28/02/2022;Bengaluru;Mumbai;19:55;Non stop;01 h 55 m;21:50;2 250
491;Vistara;28/02/2022;Bengaluru;Mumbai;21:40;Non stop;01 h 45 m;23:25;2 250
492;AirAsia;28/02/2022;Bengaluru;Mumbai;0:25;1 stop ;06 h 10 m;6:35;3 385
493;Air India;28/02/2022;Bengaluru;Mumbai;18:50;1 stop ;05 h 05 m;23:55;3 447
494;Vistara;28/02/2022;Bengaluru;Mumbai;19:55;1 stop ;03 h 05 m;23:00;3 448
495;Go First;28/02/2022;Bengaluru;Mumbai;15:45;1 stop ;03 h 55 m;19:40;3 906
496;Spicejet;28/02/2022;Bengaluru;Mumbai;5:45;1 stop ;09 h;14:45;3 971
497;Go First;3/2/22;Kolkata;New Delhi;6:00;Non stop;02 h 30 m;8:30;6 488
498;Go First;3/2/22;Kolkata;New Delhi;14:20;Non stop;02 h 35 m;16:55;6 488
499;Go First;3/2/22;Kolkata;New Delhi;4:55;1 stop ;07 h 15 m;12:10;6 488
500;Go First;3/2/22;Kolkata;New Delhi;6:15;1 stop ;12 h;18:15;6 488
501;Go First;3/2/22;Kolkata;New Delhi;9:30;2 stop ;10 h 50 m;20:20;6 488
502;Go First;3/2/22;Kolkata;New Delhi;16:25;1 stop ;07 h 05 m;23:30;6 488
503;Go First;3/2/22;Kolkata;New Delhi;16:45;1 stop ;07 h 05 m;23:50;6 488
504;Go First;3/2/22;Kolkata;New Delhi;17:30;1 stop ;07 h 20 m;0:50;6 488
505;Spicejet;3/2/22;Kolkata;New Delhi;18:10;1 stop ;17 h 10 m;11:20;6 488
506;Spicejet;3/2/22;Kolkata;New Delhi;18:25;1 stop ;24 h 40 m;19:05;6 488
507;IndiGo;3/2/22;Kolkata;New Delhi;11:25;1 stop ;07 h 20 m;18:45;6 489
508;IndiGo;3/2/22;Kolkata;New Delhi;11:55;1 stop ;06 h 55 m;18:50;6 489
509;IndiGo;3/2/22;Kolkata;New Delhi;12:35;1 stop ;06 h 20 m;18:55;6 489
510;IndiGo;3/2/22;Kolkata;New Delhi;14:15;1 stop ;06 h 10 m;20:25;6 489
511;IndiGo;3/2/22;Kolkata;New Delhi;15:20;1 stop ;06 h 20 m;21:40;6 489
512;IndiGo;3/2/22;Kolkata;New Delhi;17:30;1 stop ;04 h 35 m;22:05;6 489
513;IndiGo;3/2/22;Kolkata;New Delhi;11:25;Non stop;02 h 25 m;13:50;6 804
514;IndiGo;3/2/22;Kolkata;New Delhi;19:20;Non stop;02 h 30 m;21:50;7 119
515;Vistara;3/2/22;Kolkata;New Delhi;7:10;Non stop;02 h 25 m;9:35;8 065
516;Air India;3/2/22;Kolkata;New Delhi;13:00;1 stop ;07 h 55 m;20:55;9 775
517;Vistara;3/2/22;Kolkata;New Delhi;15:20;Non stop;02 h 25 m;17:45;10 060
518;Go First;18/02/2022;Mumbai;Chennai;5:50;Non stop;01 h 50 m;7:40;1 890
519;Spicejet;18/02/2022;Mumbai;Chennai;6:00;Non stop;02 h;8:00;1 890
520;Air India;18/02/2022;Mumbai;Chennai;9:00;Non stop;01 h 55 m;10:55;1 890
521;IndiGo;18/02/2022;Mumbai;Chennai;15:15;Non stop;01 h 55 m;17:10;1 890
522;IndiGo;18/02/2022;Mumbai;Chennai;16:25;Non stop;01 h 50 m;18:15;1 890
523;IndiGo;18/02/2022;Mumbai;Chennai;19:30;Non stop;02 h 05 m;21:35;1 890
524;Go First;18/02/2022;Mumbai;Chennai;20:15;Non stop;02 h 05 m;22:20;1 890
525;IndiGo;18/02/2022;Mumbai;Chennai;21:25;Non stop;01 h 50 m;23:15;1 890
526;Vistara;18/02/2022;Mumbai;Chennai;6:45;Non stop;02 h 05 m;8:50;1 899
527;Vistara;18/02/2022;Mumbai;Chennai;9:45;Non stop;02 h 05 m;11:50;1 899
528;Vistara;18/02/2022;Mumbai;Chennai;17:50;Non stop;02 h 05 m;19:55;1 899
529;Vistara;18/02/2022;Mumbai;Chennai;21:00;Non stop;02 h 05 m;23:05;1 899
530;Spicejet;18/02/2022;Mumbai;Chennai;19:30;Non stop;01 h 50 m;21:20;2 194
531;AirAsia;18/02/2022;Mumbai;Chennai;7:55;1 stop ;07 h 30 m;15:25;2 600
532;AirAsia;18/02/2022;Mumbai;Chennai;13:05;1 stop ;04 h 20 m;17:25;2 600
533;AirAsia;18/02/2022;Mumbai;Chennai;8:15;1 stop ;13 h 10 m;21:25;2 600
534;AirAsia;18/02/2022;Mumbai;Chennai;21:20;1 stop ;11 h 10 m;8:30;2 600
535;IndiGo;18/02/2022;Mumbai;Chennai;6:15;1 stop ;05 h;11:15;2 626
536;IndiGo;18/02/2022;Mumbai;Chennai;19:55;1 stop ;10 h;5:55;2 941
537;IndiGo;18/02/2022;Mumbai;Chennai;16:20;1 stop ;03 h 45 m;20:05;2 978
538;IndiGo;18/02/2022;Mumbai;Chennai;8:30;1 stop ;07 h 25 m;15:55;3 050
539;Spicejet;18/02/2022;Mumbai;Chennai;23:45;1 stop ;18 h 40 m;18:25;3 092
540;IndiGo;18/02/2022;Mumbai;Chennai;7:15;Non stop;02 h;9:15;3 175
541;IndiGo;18/02/2022;Mumbai;Chennai;6:50;1 stop ;04 h 25 m;11:15;3 276
542;IndiGo;18/02/2022;Mumbai;Chennai;12:45;1 stop ;07 h 20 m;20:05;3 276
543;IndiGo;18/02/2022;Mumbai;Chennai;10:45;1 stop ;09 h 20 m;20:05;3 276
544;IndiGo;18/02/2022;Mumbai;Chennai;17:10;1 stop ;04 h 55 m;22:05;3 276
